Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
1519,Daniel Castro-Fresno,Evaluation of reflective cracking in pavements using a new procedure that combine loads with different frequencies,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/evaluation-of-reflective-cracking-in-pavements-using-a-new-proced,"
29
"
1520,Daniel Castro-Fresno,Experimental characterization and performance evaluation of geothermal grouting materials subjected to heating-cooling cycles,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/experimental-characterization-and-performance-evaluation-of-geoth,"
20
"
1521,Daniel Castro-Fresno,Experimental study of the behaviour of different geosynthetics as anti-reflective cracking systems using a combined-load fatigue test,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/experimental-study-of-the-behaviour-of-different-geosynthetics-as,"
30
"
1522,Daniel Castro-Fresno,Experimental study on stiffness development of asphalt mixture containing cement and Ca(OH)2as contribution filler,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/experimental-study-on-stiffness-development-of-asphalt-mixture-co,"
7
"
1523,Daniel Castro-Fresno,"Glass fiber-reinforced polymer caissons used for construction of mooring dolphins in Puerto del Rosario harbor (Fuerteventura, Canary Islands)","Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/glass-fiber-reinforced-polymer-caissons-used-for-construction-of-,"
15
"
1524,Daniel Castro-Fresno,How to correct the ambient temperature influence on the thermal response test results,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/how-to-correct-the-ambient-temperature-influence-on-the-thermal-r,"
7
"
1525,Daniel Castro-Fresno,Patch loading in slender and high depth steel panels: FEM-DOE analyses and bridge launching application,"Castro-Fresno, D.",https://pureportal.coventry.ac.uk/en/publications/patch-loading-in-slender-and-high-depth-steel-panels-fem-doe-anal,"
9
"
1526,Jacqueline Cawston,Driving Inclusivity in North African universities,"Cawston, J.",https://pureportal.coventry.ac.uk/en/publications/driving-inclusivity-in-north-african-universities,"
6
"
1527,Mateja Celestina,Des enfants réfugiés auteurs et illustrateurs d’albums,"Milne, EJ.",https://pureportal.coventry.ac.uk/en/publications/refugee-children-authors-and-illustrators-of-albums,"
4
"
1528,Mateja Celestina,Between trust and distrust in research with participants in conflict context,"Milne, EJ.",https://pureportal.coventry.ac.uk/en/publications/between-trust-and-distrust-in-research-with-participants-in-confl,"
3
"
1529,Tiziana Cervi-Wilson,Repurposing virtual reality assets: from health sciences to Italian language learning.,"Cervi-Wilson, T.",https://pureportal.coventry.ac.uk/en/publications/repurposing-virtual-reality-assets-from-health-sciences-to-italia,"
1
"
1530,Marina Chang,"Systems of Food and Systems of Violence: An Intervention for the Special Issue on “Community Self Organisation, Sustainability and Resilience in Food Systems”","Chang, M.",https://pureportal.coventry.ac.uk/en/publications/systems-of-food-and-systems-of-violence-an-intervention-for-the-s,"
1
"
1531,Marina Chang,Reconciling economic viability and socio-ecological aspirations in London urban microfarms,"Chang, M.",https://pureportal.coventry.ac.uk/en/publications/reconciling-economic-viability-and-socio-ecological-aspirations-i,"
5
"
1532,Marina Chang,Translating agroecology into policy: the case of France and the UK,"Chang, M.",https://pureportal.coventry.ac.uk/en/publications/translating-agroecology-into-policy-the-case-of-france-and-the-uk,"
13
"
1533,Kuo-Ming Chao,Social and intelligent applications for future cities: Current advances,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/social-and-intelligent-applications-for-future-cities-current-adv,"
1
"
1534,Kuo-Ming Chao,Current and future of software services in smart manufacturing,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/current-and-future-of-software-services-in-smart-manufacturing,"
2
"
1535,Kuo-Ming Chao,Current and future of technologies and services in smart e-learning,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/current-and-future-of-technologies-and-services-in-smart-e-learni,"
2
"
1536,Kuo-Ming Chao,Enhancing Computational Thinking Capability of Preschool Children by Game-based Smart Toys,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/enhancing-computational-thinking-capability-of-preschool-children,"
45
"
1537,Kuo-Ming Chao,New Technologies and the Impact on Personality Rights in Brazil,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/new-technologies-and-the-impact-on-personality-rights-in-brazil,"
21
"
1538,Kuo-Ming Chao,Supporting poverty-stricken college students in smart campus,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/supporting-poverty-stricken-college-students-in-smart-campus,"
2
"
1539,Kuo-Ming Chao,CPS Data Streams Analytics based on Machine Learning for Cloud and Fog Computing: A Survey,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/cps-data-streams-analytics-based-on-machine-learning-for-cloud-an,"
5
"
1540,Kuo-Ming Chao,Data analysis on big data applications with small samples and incomplete information,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/data-analysis-on-big-data-applications-with-small-samples-and-inc,"
36
"
1541,Kuo-Ming Chao,Modeling industry 4.0 based fog computing environments for application analysis and deployment,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/modeling-industry-40-based-fog-computing-environments-for-applica,"
37
"
1542,Kuo-Ming Chao,Recognizing Multidimensional Engagement of E-learners Based on Multi-channel Data in E-learning Environment,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/recognizing-multidimensional-engagement-of-e-learners-based-on-mu,"
2
"
1543,Kuo-Ming Chao,A fog computing based concept drift adaptive process mining framework for mobile APPs,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-fog-computing-based-concept-drift-adaptive-process-mining-frame,"
15
"
1544,Kuo-Ming Chao,A multi-constraint learning path recommendation algorithm based on knowledge map,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-multi-constraint-learning-path-recommendation-algorithm-based-o,"
1
"
1545,Kuo-Ming Chao,An Effective Hybrid Genetic Algorithm and Variable Neighborhood Search for Integrated Process Planning and Scheduling in a Packaging Machine Workshop,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/an-effective-hybrid-genetic-algorithm-and-variable-neighborhood-s,"
2
"
1546,Kuo-Ming Chao,Associate multi-task scheduling algorithm based on self-adaptive inertia weight particle swarm optimization with disruption operator and chaos operator in cloud environment,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/associate-multi-task-scheduling-algorithm-based-on-self-adaptive-,"
10
"
1547,Kuo-Ming Chao,Dynamic fine-tuning stacked auto-encoder neural network for weather forecast,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/dynamic-fine-tuning-stacked-auto-encoder-neural-network-for-weath,"
29
"
1548,Kuo-Ming Chao,Overcoming “Big Data” Barriers in Machine Learning Techniques for the Real-Life Applications,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/overcoming-big-data-barriers-in-machine-learning-techniques-for-t,"
15
"
1549,Kuo-Ming Chao,Special Issue on Service-Oriented Collaborative Computing and Applications,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/special-issue-on-service-oriented-collaborative-computing-and-app,"
5
"
1550,Kuo-Ming Chao,Design Concepts and Operation Principles for Smart Intra-Vaginal Health Monitoring Devices,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/design-concepts-and-operation-principles-for-smart-intra-vaginal--2,"
19
"
1551,Kuo-Ming Chao,Graph Analysis of Fog Computing Systems for Industry 4.0,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/graph-analysis-of-fog-computing-systems-for-industry-40,"
14
"
1552,Kuo-Ming Chao,Parallel dynamic data-driven model for concept drift detection and prediction,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/parallel-dynamic-data-driven-model-for-concept-drift-detection-an-2,"
13
"
1553,Kuo-Ming Chao,Platform as a service gateway for the Fog of Things,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2,"
28
"
1554,Kuo-Ming Chao,Adaptive fusion of color and spatial features for noise-robust retrieval of colored logo and trademark images,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/adaptive-fusion-of-color-and-spatial-features-for-noise-robust-re-2,"
4
"
1555,Kuo-Ming Chao,A multi-layer Internet of things database schema for online-to-offline systems,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-multi-layer-internet-of-things-database-schema-for-online-to-of-2,"
8
"
1556,Kuo-Ming Chao,A topic sentence-based instance transfer method for imbalanced sentiment classification of Chinese product reviews,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-topic-sentence-based-instance-transfer-method-for-imbalanced-se-2,"
106
"
1557,Kuo-Ming Chao,Deadlock-free migration for virtual machine consolidation using Chicken Swarm Optimization algorithm,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/deadlock-free-migration-for-virtual-machine-consolidation-using-c-2,"
9
"
1558,Kuo-Ming Chao,E-services in e-business engineering,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/e-services-in-e-business-engineering-2,"
3
"
1559,Kuo-Ming Chao,Mining Suspicious Tax Evasion Groups in Big Data,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/mining-suspicious-tax-evasion-groups-in-big-data-2,"
13
"
1560,Kuo-Ming Chao,Using a wireless visual sensor network to harmonically navigate multiple low-cost wheelchairs in an indoor environment,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/using-a-wireless-visual-sensor-network-to-harmonically-navigate-m-2,"
2
"
1561,Kuo-Ming Chao,Using malware for software-defined networking–based smart home security management through a taint checking approach,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/using-malware-for-software-defined-networkingbased-smart-home-sec-2,"
29
"
1562,Kuo-Ming Chao,Virtual machine consolidated placement based on multi-objective biogeography-based optimization,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/virtual-machine-consolidated-placement-based-on-multi-objective-b-2,"
21
"
1563,Kuo-Ming Chao,A Cloud-Based Disassembly Planning Approach towards Sustainable Management of WEEE,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-cloud-based-disassembly-planning-approach-towards-sustainable-m-2,"
3
"
1564,Kuo-Ming Chao,A Framework for Workload-Aware Views Materialisation of Semantic Databases,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-framework-for-workload-aware-views-materialisation-of-semantic--2,"
7
"
1565,Kuo-Ming Chao,A hybrid model for cloud providers and consumers to agree on QoS of cloud services,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-hybrid-model-for-cloud-providers-and-consumers-to-agree-on-qos--2,"
2
"
1566,Kuo-Ming Chao,A Referable Semantic Entity Model for Resource-Oriented Service Management,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-referable-semantic-entity-model-for-resource-oriented-service-m-2,"
5
"
1567,Kuo-Ming Chao,A reputation-based computing approach in trusted web service provisions,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/areputation-based-computing-approach-in-trusted-web-service-provi-2,"
1
"
1568,Kuo-Ming Chao,A Semantic Information Services Framework for Sustainable WEEE Management Toward Cloud-Based Remanufacturing,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/a-semantic-information-services-framework-for-sustainable-weee-ma-2,"
3
"
1569,Kuo-Ming Chao,Cloud E-learning for Mechatronics: CLEM,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/cloud-e-learning-for-mechatronics-clem-2,"
3
"
1570,Kuo-Ming Chao,Information Management and Applications of Intelligent Transportation System,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/information-management-and-applications-of-intelligent-transporta-2,"
2
"
1571,Kuo-Ming Chao,Satisfaction-based Web service discovery and selection scheme utilizing vague sets theory,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/satisfaction-based-web-service-discovery-and-selection-scheme-uti-2,"
7
"
1572,Kuo-Ming Chao,Using Dynamic Taint Approach for Malware Threat,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/using-dynamic-taint-approach-for-malware-threat-2,"
48
"
1573,Kuo-Ming Chao,Using ontologies to perform threat analysis and develop defensive strategies for mobile security,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/using-ontologies-to-perform-threat-analysis-and-develop-defensive-2,"
11
"
1574,Kuo-Ming Chao,领域实例迁移的交互文本非平衡情感分类方法,"Chao, K-M.",https://pureportal.coventry.ac.uk/en/publications/an-unbalanced-emotion-classification-method-for-interactive-texts-2,"
18
"
1575,Michael Jahi Chappell,Agroecology Now! Transformations Towards More Just and Sustainable Food Systems,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/agroecology-now-transformations-towards-more-just-and-sustainable,"
2
"
1576,Michael Jahi Chappell,Agroecology now - connecting the dots to enable agroecology transformations,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/agroecology-now-connecting-the-dots-to-enable-agroecology-transfo,"
39
"
1577,Michael Jahi Chappell,"COVID, food, and the Parable of the Shmoo","Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/covid-food-and-the-parable-of-the-shmoo,"
17
"
1578,Michael Jahi Chappell,Scaling Agroecology from the Bottom up: Six Domains of Transformation,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/scaling-agroecology-from-the-bottom-up-six-domains-of-transformat,"
28
"
1579,Michael Jahi Chappell,A Guide to Mapping For Food System Change,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/a-guide-to-mapping-for-food-system-change,"
41
"
1580,Michael Jahi Chappell,Book Review Fora: The Palgrave Handbook of Critical Physical Geography,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/book-review-fora-the-palgrave-handbook-of-critical-physical-geogr,"
4
"
1581,Michael Jahi Chappell,From Transition to Domains of Transformation:  Getting to Sustainable and Just Food Systems through Agroecology,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/from-transition-to-domains-of-transformation-getting-to-sustainab,"
3
"
1582,Michael Jahi Chappell,Joshua Sbicca. Food justice now! Deepening the roots of social struggle,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/joshua-sbicca-food-justice-now-deepening-the-roots-of-social-stru,"
5
"
1583,Michael Jahi Chappell,Agroecology as a Pathway towards Sustainable Food Systems,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/agroecology-as-a-pathway-towards-sustainable-food-systems,"
90
"
1584,Michael Jahi Chappell,"Beginning to end hunger: Food and the environment in Belo Horizonte, Brazil and beyond","Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/beginning-to-end-hunger-food-and-the-environment-in-belo-horizont,"
210
"
1585,Michael Jahi Chappell,Does organic farming present greater opportunities for employment and community development than conventional farming? A survey-based investigation in California and Washington,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/does-organic-farming-present-greater-opportunities-for-employment,"
7
"
1586,Michael Jahi Chappell,Exploring the concept of agroecological food systems in a city-region context,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/exploring-the-concept-of-agroecological-food-systems-in-a-city-re,"
5
"
1587,Michael Jahi Chappell,A social-ecological perspective on harmonizing food security and biodiversity conservation,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/a-social-ecological-perspective-on-harmonizing-food-security-and--2,"
295
"
1588,Michael Jahi Chappell,Prima facie reasons to question enclosed intellectual property regimes and favor open-source regimes for germplasm,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/prima-facie-reasons-to-question-enclosed-intellectual-property-re,"
198
"
1589,Michael Jahi Chappell,"The new three-legged stool: Agroecology, food sovereignty, and food justice: Routledge Handbook of Food Ethics","Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/the-new-three-legged-stool-agroecology-food-sovereignty-and-food-,"
10
"
1590,Michael Jahi Chappell,"Alternative agriculture, the vernacular, and the MST: Re-creating subsistence as the sustainable development of human rights","Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/alternative-agriculture-the-vernacular-and-the-mst-re-creating-su,"
69
"
1591,Michael Jahi Chappell,Commentary on 'Farming for a small planet: Agroecology Now',"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/commentary-on-farming-for-a-small-planet-agroecology-now,"
93
"
1592,Michael Jahi Chappell,Contribution to Asia Regional Meeting on Agroecology: Supporting Agroecology by Securing and Building on Appropriate Rights: IATP Commentary,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/contribution-to-asia-regional-meeting-on-agroecology-supporting-a,"
37
"
1593,Michael Jahi Chappell,Emissions from cattle farming in Brazil,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/emissions-from-cattle-farming-in-brazil,"
226
"
1594,Michael Jahi Chappell,"Participation in a city food security program may be linked to higher ant alpha- and beta-diversity: An exploratory case from Belo Horizonte, Brazil","Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/participation-in-a-city-food-security-program-may-be-linked-to-hi,"
17
"
1595,Michael Jahi Chappell,Realizing resilient food systems,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/realizing-resilient-food-systems,"
493
"
1596,Michael Jahi Chappell,The State of Family Farms in the World,"Anderson, C.",https://pureportal.coventry.ac.uk/en/publications/the-state-of-family-farms-in-the-world,"
5
"
1597,Ioannis Chapsos,Illegal Fishing and Fisheries Crime as a Transnational Organized Crime in Indonesia,"Chapsos, I.",https://pureportal.coventry.ac.uk/en/publications/illegal-fishing-and-fisheries-crime-as-a-transnational-organized-,"
11
"
1598,Ioannis Chapsos,Involving Local Fishing Communities in Policy Making: Addressing Illegal Fishing in Indonesia,"Chapsos, I.",https://pureportal.coventry.ac.uk/en/publications/involving-local-fishing-communities-in-policy-making-addressing-i,"
4
"
1599,Ioannis Chapsos,Prosecuting Pirates: Maritime Piracy and Indonesian Law,"Chapsos, I.",https://pureportal.coventry.ac.uk/en/publications/prosecuting-pirates-maritime-piracy-and-indonesian-law,"
12
"
1600,Maria Charalampous,A Review of the Agile Working Literature in Relation to Five Facets of Well-Being.,"Charalampous, M.",https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-agile-working-literature-in-relation-to-five-face,"
2
"
1601,Maria Charalampous,Construction and initial validation of the E-Work Life scale to measure remote e-working,"Charalampous, M.",https://pureportal.coventry.ac.uk/en/publications/construction-and-initial-validation-of-the-e-work-life-scale-to-m,"
31
"
1602,Sarah Jane Charles,United on Sunday: The effects of secular rituals on social bonding and affect,"Charles, S. J.",https://pureportal.coventry.ac.uk/en/publications/united-on-sunday-the-effects-of-secular-rituals-on-social-bonding,"
2
"
1603,Sarah Jane Charles,Blocking mu-opioid receptors inhibits social bonding in rituals,"Charles, S. J.",https://pureportal.coventry.ac.uk/en/publications/blocking-mu-opioid-receptors-inhibits-social-bonding-in-rituals,"
4
"
1604,Sarah Jane Charles,Religious Rituals Increase Social Bonding and Pain Threshold,"Charles, S. J.",https://pureportal.coventry.ac.uk/en/publications/religious-rituals-increase-social-bonding-and-pain-threshold,"
5
"
1605,Sue Charlesworth,"Making Way for Trees? Changes in Land-Use, Habitats and Protected Areas in Great Britain under “Global Tree Restoration Potential”","Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/making-way-for-trees-changes-in-land-use-habitats-and-protected-a,"
1
"
1606,Sue Charlesworth,"Modelling the Role of SuDS Management Trains in Minimising Flood Risk, Using MicroDrainage","Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/modelling-the-role-of-suds-management-trains-in-minimising-flood-,"
6
"
1607,Sue Charlesworth,State of a sustainable drainage system at end-of-life: assessment of potential water pollution by leached metals from recycled pervious pavement materials when used as secondary aggregate,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/state-of-a-sustainable-drainage-system-at-end-of-life-assessment-,"
5
"
1608,Sue Charlesworth,A simulation-optimization methodology to model urban catchments under non-stationary extreme rainfall events.,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/a-simulation-optimization-methodology-to-model-urban-catchments-u,"
28
"
1609,Sue Charlesworth,"Reuse of materials from a Sustainable Drainage System device: Health, Safety and Environment assessment for an end-of-life Pervious Pavement Structure","Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/reuse-of-materials-from-a-sustainable-drainage-system-device-heal,"
2
"
1610,Sue Charlesworth,SuDS & sponge cities: A comparative analysis of the implementation of pluvial flood management in the UK and China,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/suds-amp-sponge-cities-a-comparative-analysis-of-the-implementati,"
2
"
1611,Sue Charlesworth,"The design, construction and maintenance of a SuDS management train to address surface water flows by engaging the community: Gawilan refugee camp, Ninewah Governate, Kurdistan Region of Iraq","Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/the-design-construction-and-maintenance-of-a-suds-management-trai,"
2
"
1612,Sue Charlesworth,The Use of Compost and Recycled Aggregates in the Treatment of Runoff Pollutants in Vegetated Sustainable Drainage Devices,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/the-use-of-compost-and-recycled-aggregates-in-the-treatment-of-ru,"
9
"
1613,Sue Charlesworth,Bioaccessibility of trace elements in urban environments,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/bioaccessibility-of-trace-elements-in-urban-environments,"
5
"
1614,Sue Charlesworth,Closing comments on urban pollution,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/closing-comments-on-urban-pollution,"
2
"
1615,Sue Charlesworth,Development of a Geospatial Data-Based Methodology for Stormwater Management in Urban Areas Using Freely-Available Software,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/development-of-a-geospatial-data-based-methodology-for-stormwater,"
14
"
1616,Sue Charlesworth,End-of-life of a Sustainable Drainage System: Assessment of Potential Risk of Water Pollution through Leaching of Metals,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/end-of-life-of-a-sustainable-drainage-system-assessment-of-potent,"
8
"
1617,Sue Charlesworth,Exploring the effects of geotextiles in the performance of highway filter drains for sustainable and resilient highway drainage,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/exploring-the-effects-of-geotextiles-in-the-performance-of-highwa,"
5
"
1618,Sue Charlesworth,Insights and issues into the impacts of urban pollution,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/insights-and-issues-into-the-impacts-of-urban-pollution,"
1
"
1619,Sue Charlesworth,Insights and issues of trace elements found in street and road dusts,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/insights-and-issues-of-trace-elements-found-in-street-and-road-du,"
6
"
1620,Sue Charlesworth,Mineralogical and environmental features of the asturian copper mining district (Spain): A review,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/mineralogical-and-environmental-features-of-the-asturian-copper-m,"
26
"
1621,Sue Charlesworth,Opportunity mapping of natural flood management measures: A case study from the headwaters of the Warwickshire-Avon,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/opportunity-mapping-of-natural-flood-management-measures-a-case-s,"
13
"
1622,Sue Charlesworth,Special issue: developments in water management technologies and systems,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/special-issue-developments-in-water-management-technologies-and-s,"
6
"
1623,Sue Charlesworth,The history of sustainable drainage,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/the-history-of-sustainable-drainage,"
26
"
1624,Sue Charlesworth,"The necessity for urban wastewater collection, treatment, and disposal","Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/the-necessity-for-urban-wastewater-collection-treatment-and-dispo,"
4
"
1625,Sue Charlesworth,UK and EU water policy as an instrument of urban pollution,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/uk-and-eu-water-policy-as-an-instrument-of-urban-pollution,"
2
"
1626,Sue Charlesworth,Urban aquatic pollution in Brazil,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/urban-aquatic-pollution-in-brazil,"
39
"
1627,Sue Charlesworth,Urban pollution: Science and management,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/urban-pollution-science-and-management,"
6
"
1628,Sue Charlesworth,Optimisation of the stormwater modelling of urban catchments using Design of Experiments (DOE),"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/optimisation-of-the-stormwater-modelling-of-urban-catchments-usin,"
4
"
1629,Sue Charlesworth,Renewable energy combined with sustainable drainage: Ground source heat and pervious paving,"Wilkes, M.",https://pureportal.coventry.ac.uk/en/publications/renewable-energy-combined-with-sustainable-drainage-ground-source-2,"
1
"
1630,Bo Chen,A technical review of the challenges of powder recycling in the laser powder bed fusion additive manufacturing process,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/a-technical-review-of-the-challenges-of-powder-recycling-in-the-l,"
1
"
1631,Bo Chen,Effect of postprocessing thermal treatments on electron- beam powder bed–fused Ti6Al4V,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/effect-of-postprocessing-thermal-treatments-on-electron-beam-powd,"
8
"
1632,Bo Chen,"Influence of cooling rate on the precipitation kinetics of nanoscale isothermal ω-phase in metastable β-Ti alloy, Ti–5Al–5Mo–5V–3Cr","Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/influence-of-cooling-rate-on-the-precipitation-kinetics-of-nanosc,"
3
"
1633,Bo Chen,The effects of powder reuse on the mechanical response of electron beam additively manufactured Ti6Al4V parts,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-powder-reuse-on-the-mechanical-response-of-electro,"
24
"
1634,Bo Chen,Low-cycle fatigue life prediction of a polycrystalline nickel-base superalloy using crystal plasticity modelling approach,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/low-cycle-fatigue-life-prediction-of-a-polycrystalline-nickel-bas,"
3
"
1635,Bo Chen,Microstructural considerations of enhanced tensile strength and mechanical constraint in a copper/stainless steel brazed joint,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/microstructural-considerations-of-enhanced-tensile-strength-and-m,"
8
"
1636,Bo Chen,A critical evaluation of the microstructural gradient along the build direction in electron beam melted Ti-6Al-4V alloy,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/a-critical-evaluation-of-the-microstructural-gradient-along-the-b,"
14
"
1637,Bo Chen,"Characterisation of microstructure, defect and high-cycle-fatigue behaviour in a stainless steel joint processed by brazing","Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/characterisation-of-microstructure-defect-and-high-cycle-fatigue-,"
13
"
1638,Bo Chen,Characterization and application of Bragg-edge transmission imaging for strain measurement and crystallographic analysis on the IMAT beamline,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/characterization-and-application-of-bragg-edge-transmission-imagi,"
12
"
1639,Bo Chen,Formation of columnar lamellar colony grain structure in a high Nb-TiAl alloy by electron beam melting,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/formation-of-columnar-lamellar-colony-grain-structure-in-a-high-n,"
26
"
1640,Bo Chen,High-cycle-fatigue induced continuous grain growth in ultrafine-grained titanium,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/high-cycle-fatigue-induced-continuous-grain-growth-in-ultrafine-g,"
23
"
1641,Bo Chen,Mapping residual strain induced by cold working and by laser shock peening using neutron transmission spectroscopy,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/mapping-residual-strain-induced-by-cold-working-and-by-laser-shoc,"
12
"
1642,Bo Chen,"Microstructure, mechanical properties and cracking behaviour in a gamma'-precipitation strengthened nickel-base superalloy fabricated by electron beam melting","Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/microstructure-mechanical-properties-and-cracking-behaviour-in-a-,"
27
"
1643,Bo Chen,Microstructure and mechanical properties of a high Nb-TiAl alloy fabricated by electron beam melting,"Soundarapandiyan, G.",https://pureportal.coventry.ac.uk/en/publications/microstructure-and-mechanical-properties-of-a-high-nb-tial-alloy-,"
34
"
